,spg,ion,element,Z,oxidation number,charge,Oxidation State,count
1376,11.0,S-2.0,S,16,2.0,-1.0,-2.0,55
1377,11.0,S2.0,S,16,2.0,1.0,2.0,1
1378,11.0,S4.0,S,16,4.0,1.0,4.0,2
1379,11.0,S6.0,S,16,6.0,1.0,6.0,5
1380,11.0,Sb-1.0,Sb,51,1.0,-1.0,-1.0,3
1381,11.0,Sb-1.5,Sb,51,1.5,-1.0,-1.5,1
1382,11.0,Sb-2.6,Sb,51,2.6,-1.0,-2.6,1
1383,11.0,Sb-3.0,Sb,51,3.0,-1.0,-3.0,3
1384,11.0,Sb0.0,Sb,51,0.0,0.0,0.0,1
1385,11.0,Sb3.0,Sb,51,3.0,1.0,3.0,6
1386,11.0,Sb3.5,Sb,51,3.5,1.0,3.5,1
1387,11.0,Sb3.6666666666666665,Sb,51,3.6666666666666665,1.0,3.6666666666666665,1
1388,11.0,Sb5.0,Sb,51,5.0,1.0,5.0,1
1389,11.0,Sc3.0,Sc,21,3.0,1.0,3.0,3
1390,11.0,Se-0.8,Se,34,0.8,-1.0,-0.8,2
1391,11.0,Se-1.2,Se,34,1.2,-1.0,-1.2,2
1392,11.0,Se-1.3333333333333333,Se,34,1.3333333333333333,-1.0,-1.3333333333333333,3
1393,11.0,Se-1.6666666666666667,Se,34,1.6666666666666667,-1.0,-1.6666666666666667,1
1394,11.0,Se-2.0,Se,34,2.0,-1.0,-2.0,16
1395,11.0,Se4.0,Se,34,4.0,1.0,4.0,13
1396,11.0,Si-2.0,Si,14,2.0,-1.0,-2.0,1
1397,11.0,Si-4.0,Si,14,4.0,-1.0,-4.0,5
1398,11.0,Si2.4,Si,14,2.4,1.0,2.4,1
1399,11.0,Si4.0,Si,14,4.0,1.0,4.0,27
1400,11.0,Sm2.0,Sm,62,2.0,1.0,2.0,1
1401,11.0,Sm2.6666666666666665,Sm,62,2.6666666666666665,1.0,2.6666666666666665,1
1402,11.0,Sm3.0,Sm,62,3.0,1.0,3.0,4
1403,11.0,Sn2.0,Sn,50,2.0,1.0,2.0,2
1404,11.0,Sn4.0,Sn,50,4.0,1.0,4.0,2
1405,11.0,Sr2.0,Sr,38,2.0,1.0,2.0,10
1406,11.0,Ta3.0,Ta,73,3.0,1.0,3.0,1
1407,11.0,Ta4.666666666666667,Ta,73,4.666666666666667,1.0,4.666666666666667,1
1408,11.0,Ta5.0,Ta,73,5.0,1.0,5.0,13
1409,11.0,Tb3.0,Tb,65,3.0,1.0,3.0,2
1410,11.0,Te-1.3333333333333333,Te,52,1.3333333333333333,-1.0,-1.3333333333333333,2
1411,11.0,Te-1.5714285714285714,Te,52,1.5714285714285714,-1.0,-1.5714285714285714,1
1412,11.0,Te-2.0,Te,52,2.0,-1.0,-2.0,7
1413,11.0,Te4.0,Te,52,4.0,1.0,4.0,6
1414,11.0,Te6.0,Te,52,6.0,1.0,6.0,2
1415,11.0,Th4.0,Th,90,4.0,1.0,4.0,2
1416,11.0,Ti2.0,Ti,22,2.0,1.0,2.0,1
1417,11.0,Ti3.6,Ti,22,3.6,1.0,3.6,1
1418,11.0,Ti4.0,Ti,22,4.0,1.0,4.0,6
1419,11.0,Tl1.0,Tl,81,1.0,1.0,1.0,13
1420,11.0,Tl1.5,Tl,81,1.5,1.0,1.5,1
1421,11.0,Tl3.0,Tl,81,3.0,1.0,3.0,2
1422,11.0,Tm3.0,Tm,69,3.0,1.0,3.0,6
1423,11.0,U6.0,U,92,6.0,1.0,6.0,2
1424,11.0,V3.0,V,23,3.0,1.0,3.0,1
1425,11.0,V4.0,V,23,4.0,1.0,4.0,2
1426,11.0,V5.0,V,23,5.0,1.0,5.0,14
1427,11.0,W6.0,W,74,6.0,1.0,6.0,1
1428,11.0,Y3.0,Y,39,3.0,1.0,3.0,13
1429,11.0,Yb3.0,Yb,70,3.0,1.0,3.0,2
1430,11.0,Zn2.0,Zn,30,2.0,1.0,2.0,2
1431,11.0,Zr2.0,Zr,40,2.0,1.0,2.0,1
1432,11.0,Zr4.0,Zr,40,4.0,1.0,4.0,4
1433,12.0,Ag1.0,Ag,47,1.0,1.0,1.0,30
1434,12.0,Ag2.0,Ag,47,2.0,1.0,2.0,2
1435,12.0,Ag3.0,Ag,47,3.0,1.0,3.0,1
1436,12.0,Al3.0,Al,13,3.0,1.0,3.0,10
1437,12.0,As-0.6666666666666666,As,33,0.6666666666666666,-1.0,-0.6666666666666666,2
1438,12.0,As-1.0,As,33,1.0,-1.0,-1.0,1
1439,12.0,As-2.5,As,33,2.5,-1.0,-2.5,5
1440,12.0,As-2.6666666666666665,As,33,2.6666666666666665,-1.0,-2.6666666666666665,1
1441,12.0,As-2.7777777777777777,As,33,2.7777777777777777,-1.0,-2.7777777777777777,1
1442,12.0,As-3.0,As,33,3.0,-1.0,-3.0,8
1443,12.0,As2.0,As,33,2.0,1.0,2.0,1
1444,12.0,As3.0,As,33,3.0,1.0,3.0,4
1445,12.0,As5.0,As,33,5.0,1.0,5.0,8
1446,12.0,Au-0.75,Au,79,0.75,-1.0,-0.75,1
1447,12.0,Au-1.0,Au,79,1.0,-1.0,-1.0,2
1448,12.0,Au0.5,Au,79,0.5,1.0,0.5,1
1449,12.0,Au2.0,Au,79,2.0,1.0,2.0,5
1450,12.0,Au3.0,Au,79,3.0,1.0,3.0,4
1451,12.0,Au5.0,Au,79,5.0,1.0,5.0,1
1452,12.0,B-1.5,B,5,1.5,-1.0,-1.5,2
1453,12.0,B-3.0,B,5,3.0,-1.0,-3.0,6
1454,12.0,B0.0,B,5,0.0,0.0,0.0,1
1455,12.0,B3.0,B,5,3.0,1.0,3.0,8
1456,12.0,Ba2.0,Ba,56,2.0,1.0,2.0,69
1457,12.0,Bi3.0,Bi,83,3.0,1.0,3.0,13
1458,12.0,Bi4.0,Bi,83,4.0,1.0,4.0,2
1459,12.0,Bi5.0,Bi,83,5.0,1.0,5.0,5
1460,12.0,Br-1.0,Br,35,1.0,-1.0,-1.0,33
1461,12.0,Br5.0,Br,35,5.0,1.0,5.0,1
1462,12.0,C-1.5555555555555556,C,6,1.5555555555555556,-1.0,-1.5555555555555556,1
1463,12.0,C-2.0,C,6,2.0,-1.0,-2.0,7
1464,12.0,C-2.8,C,6,2.8,-1.0,-2.8,1
1465,12.0,C-3.0,C,6,3.0,-1.0,-3.0,2
1466,12.0,C-3.5,C,6,3.5,-1.0,-3.5,2
1467,12.0,C-4.0,C,6,4.0,-1.0,-4.0,49
1468,12.0,C4.0,C,6,4.0,1.0,4.0,13
1469,12.0,Ca2.0,Ca,20,2.0,1.0,2.0,26
1470,12.0,Cd2.0,Cd,48,2.0,1.0,2.0,10
1471,12.0,Ce3.0,Ce,58,3.0,1.0,3.0,11
1472,12.0,Ce4.0,Ce,58,4.0,1.0,4.0,1
1473,12.0,Cl-1.0,Cl,17,1.0,-1.0,-1.0,85
1474,12.0,Co2.0,Co,27,2.0,1.0,2.0,20
1475,12.0,Co2.6,Co,27,2.6,1.0,2.6,1
1476,12.0,Co2.6666666666666665,Co,27,2.6666666666666665,1.0,2.6666666666666665,1
1477,12.0,Co3.0,Co,27,3.0,1.0,3.0,2
1478,12.0,Co3.5,Co,27,3.5,1.0,3.5,1
1479,12.0,Co3.6666666666666665,Co,27,3.6666666666666665,1.0,3.6666666666666665,1
1480,12.0,Co4.0,Co,27,4.0,1.0,4.0,3
1481,12.0,Cr2.0,Cr,24,2.0,1.0,2.0,1
1482,12.0,Cr2.6666666666666665,Cr,24,2.6666666666666665,1.0,2.6666666666666665,1
1483,12.0,Cr3.0,Cr,24,3.0,1.0,3.0,24
1484,12.0,Cr3.2,Cr,24,3.2,1.0,3.2,2
1485,12.0,Cr3.3333333333333335,Cr,24,3.3333333333333335,1.0,3.3333333333333335,1
1486,12.0,Cr3.5,Cr,24,3.5,1.0,3.5,1
1487,12.0,Cr4.0,Cr,24,4.0,1.0,4.0,1
1488,12.0,Cr5.0,Cr,24,5.0,1.0,5.0,7
1489,12.0,Cr6.0,Cr,24,6.0,1.0,6.0,3
1490,12.0,Cs1.0,Cs,55,1.0,1.0,1.0,44
1491,12.0,Cu1.0,Cu,29,1.0,1.0,1.0,23
1492,12.0,Cu1.125,Cu,29,1.125,1.0,1.125,3
1493,12.0,Cu1.5,Cu,29,1.5,1.0,1.5,2
1494,12.0,Cu2.0,Cu,29,2.0,1.0,2.0,10
1495,12.0,Cu2.5,Cu,29,2.5,1.0,2.5,1
1496,12.0,Cu3.0,Cu,29,3.0,1.0,3.0,1
1497,12.0,Dy3.0,Dy,66,3.0,1.0,3.0,15
1498,12.0,Er3.0,Er,68,3.0,1.0,3.0,15
1499,12.0,Eu2.0,Eu,63,2.0,1.0,2.0,3
1500,12.0,Eu2.5,Eu,63,2.5,1.0,2.5,3
1501,12.0,Eu2.8,Eu,63,2.8,1.0,2.8,1
1502,12.0,Eu3.0,Eu,63,3.0,1.0,3.0,5
1503,12.0,F-1.0,F,9,1.0,-1.0,-1.0,43
1504,12.0,Fe2.0,Fe,26,2.0,1.0,2.0,11
1505,12.0,Fe2.1666666666666665,Fe,26,2.1666666666666665,1.0,2.1666666666666665,1
1506,12.0,Fe2.5,Fe,26,2.5,1.0,2.5,1
1507,12.0,Fe3.0,Fe,26,3.0,1.0,3.0,27
1508,12.0,Ga2.0,Ga,31,2.0,1.0,2.0,2
1509,12.0,Ga3.0,Ga,31,3.0,1.0,3.0,18
1510,12.0,Gd3.0,Gd,64,3.0,1.0,3.0,16
1511,12.0,Ge3.0,Ge,32,3.0,1.0,3.0,2
1512,12.0,Ge4.0,Ge,32,4.0,1.0,4.0,13
1513,12.0,H-0.5,H,1,0.5,-1.0,-0.5,1
1514,12.0,H-1.0,H,1,1.0,-1.0,-1.0,1
1515,12.0,H1.0,H,1,1.0,1.0,1.0,30
1516,12.0,Hf4.0,Hf,72,4.0,1.0,4.0,8
1517,12.0,Hg1.0,Hg,80,1.0,1.0,1.0,1
1518,12.0,Hg1.4545454545454546,Hg,80,1.4545454545454546,1.0,1.4545454545454546,2
1519,12.0,Hg2.0,Hg,80,2.0,1.0,2.0,17
1520,12.0,Ho3.0,Ho,67,3.0,1.0,3.0,12
1521,12.0,I-1.0,I,53,1.0,-1.0,-1.0,15
1522,12.0,I2.0,I,53,2.0,1.0,2.0,1
1523,12.0,In1.0,In,49,1.0,1.0,1.0,2
1524,12.0,In2.0,In,49,2.0,1.0,2.0,1
1525,12.0,In3.0,In,49,3.0,1.0,3.0,10
1526,12.0,Ir3.0,Ir,77,3.0,1.0,3.0,3
1527,12.0,Ir4.0,Ir,77,4.0,1.0,4.0,3
1528,12.0,Ir4.333333333333333,Ir,77,4.333333333333333,1.0,4.333333333333333,2
1529,12.0,Ir5.0,Ir,77,5.0,1.0,5.0,3
1530,12.0,K1.0,K,19,1.0,1.0,1.0,73
1531,12.0,La2.0,La,57,2.0,1.0,2.0,3
1532,12.0,La2.25,La,57,2.25,1.0,2.25,2
1533,12.0,La2.4,La,57,2.4,1.0,2.4,1
1534,12.0,La2.7,La,57,2.7,1.0,2.7,1
1535,12.0,La2.75,La,57,2.75,1.0,2.75,3
1536,12.0,La3.0,La,57,3.0,1.0,3.0,26
1537,12.0,Li1.0,Li,3,1.0,1.0,1.0,35
1538,12.0,Lu3.0,Lu,71,3.0,1.0,3.0,7
1539,12.0,Mg2.0,Mg,12,2.0,1.0,2.0,18
1540,12.0,Mn2.0,Mn,25,2.0,1.0,2.0,20
1541,12.0,Mn2.2,Mn,25,2.2,1.0,2.2,1
1542,12.0,Mn2.25,Mn,25,2.25,1.0,2.25,1
1543,12.0,Mn2.3333333333333335,Mn,25,2.3333333333333335,1.0,2.3333333333333335,1
1544,12.0,Mn2.6666666666666665,Mn,25,2.6666666666666665,1.0,2.6666666666666665,1
1545,12.0,Mn3.0,Mn,25,3.0,1.0,3.0,5
1546,12.0,Mn3.1538461538461537,Mn,25,3.1538461538461537,1.0,3.1538461538461537,1
1547,12.0,Mn3.6666666666666665,Mn,25,3.6666666666666665,1.0,3.6666666666666665,4
1548,12.0,Mn3.75,Mn,25,3.75,1.0,3.75,2
1549,12.0,Mn4.0,Mn,25,4.0,1.0,4.0,5
1550,12.0,Mn4.076923076923077,Mn,25,4.076923076923077,1.0,4.076923076923077,1
1551,12.0,Mn7.0,Mn,25,7.0,1.0,7.0,2
1552,12.0,Mo3.0,Mo,42,3.0,1.0,3.0,9
1553,12.0,Mo4.0,Mo,42,4.0,1.0,4.0,1
1554,12.0,Mo4.5,Mo,42,4.5,1.0,4.5,1
1555,12.0,Mo5.0,Mo,42,5.0,1.0,5.0,1
1556,12.0,Mo6.0,Mo,42,6.0,1.0,6.0,25
1557,12.0,N-0.3333333333333333,N,7,0.3333333333333333,-1.0,-0.3333333333333333,1
1558,12.0,N-1.6666666666666667,N,7,1.6666666666666667,-1.0,-1.6666666666666667,1
1559,12.0,N-2.0,N,7,2.0,-1.0,-2.0,1
1560,12.0,N-2.6666666666666665,N,7,2.6666666666666665,-1.0,-2.6666666666666665,2
1561,12.0,N-3.0,N,7,3.0,-1.0,-3.0,37
1562,12.0,N5.0,N,7,5.0,1.0,5.0,2
1563,12.0,Na1.0,Na,11,1.0,1.0,1.0,62
1564,12.0,Nb2.3333333333333335,Nb,41,2.3333333333333335,1.0,2.3333333333333335,7
1565,12.0,Nb3.0,Nb,41,3.0,1.0,3.0,1
1566,12.0,Nb3.3333333333333335,Nb,41,3.3333333333333335,1.0,3.3333333333333335,1
1567,12.0,Nb3.75,Nb,41,3.75,1.0,3.75,1
1568,12.0,Nb4.0,Nb,41,4.0,1.0,4.0,4
1569,12.0,Nb4.5,Nb,41,4.5,1.0,4.5,1
1570,12.0,Nb4.75,Nb,41,4.75,1.0,4.75,1
1571,12.0,Nb4.8,Nb,41,4.8,1.0,4.8,1
1572,12.0,Nb5.0,Nb,41,5.0,1.0,5.0,19
1573,12.0,Nd3.0,Nd,60,3.0,1.0,3.0,20
1574,12.0,Ni1.2,Ni,28,1.2,1.0,1.2,4
1575,12.0,Ni1.263157894736842,Ni,28,1.263157894736842,1.0,1.263157894736842,1
1576,12.0,Ni1.368421052631579,Ni,28,1.368421052631579,1.0,1.368421052631579,1
1577,12.0,Ni1.5,Ni,28,1.5,1.0,1.5,1
1578,12.0,Ni2.0,Ni,28,2.0,1.0,2.0,13
1579,12.0,Ni3.0,Ni,28,3.0,1.0,3.0,5
1580,12.0,Ni3.3333333333333335,Ni,28,3.3333333333333335,1.0,3.3333333333333335,1
1581,12.0,Ni4.0,Ni,28,4.0,1.0,4.0,2
1582,12.0,Np7.0,Np,93,7.0,1.0,7.0,1
1583,12.0,O-2.0,O,8,2.0,-1.0,-2.0,363
1584,12.0,Os-1.0,Os,76,1.0,-1.0,-1.0,1
1585,12.0,Os-1.75,Os,76,1.75,-1.0,-1.75,1
1586,12.0,Os5.5,Os,76,5.5,1.0,5.5,1
1587,12.0,Os7.0,Os,76,7.0,1.0,7.0,1
1588,12.0,Os8.0,Os,76,8.0,1.0,8.0,1
1589,12.0,P-0.3333333333333333,P,15,0.3333333333333333,-1.0,-0.3333333333333333,1
1590,12.0,P-0.42857142857142855,P,15,0.42857142857142855,-1.0,-0.42857142857142855,1
1591,12.0,P-0.6666666666666666,P,15,0.6666666666666666,-1.0,-0.6666666666666666,4
1592,12.0,P-1.0,P,15,1.0,-1.0,-1.0,1
1593,12.0,P-1.25,P,15,1.25,-1.0,-1.25,1
1594,12.0,P-1.4,P,15,1.4,-1.0,-1.4,1
1595,12.0,P-2.5,P,15,2.5,-1.0,-2.5,2
1596,12.0,P-2.6666666666666665,P,15,2.6666666666666665,-1.0,-2.6666666666666665,1
1597,12.0,P-3.0,P,15,3.0,-1.0,-3.0,9
1598,12.0,P1.0,P,15,1.0,1.0,1.0,1
1599,12.0,P4.0,P,15,4.0,1.0,4.0,4
1600,12.0,P4.666666666666667,P,15,4.666666666666667,1.0,4.666666666666667,1
1601,12.0,P5.0,P,15,5.0,1.0,5.0,33
1602,12.0,Pa5.0,Pa,91,5.0,1.0,5.0,1
1603,12.0,Pb2.0,Pb,82,2.0,1.0,2.0,16
1604,12.0,Pd2.0,Pd,46,2.0,1.0,2.0,16
1605,12.0,Pd2.5714285714285716,Pd,46,2.5714285714285716,1.0,2.5714285714285716,1
1606,12.0,Pd4.0,Pd,46,4.0,1.0,4.0,2
1607,12.0,Pr3.0,Pr,59,3.0,1.0,3.0,12
1608,12.0,Pt-0.625,Pt,78,0.625,-1.0,-0.625,1
1609,12.0,Pt-1.4285714285714286,Pt,78,1.4285714285714286,-1.0,-1.4285714285714286,1
1610,12.0,Pt-2.0,Pt,78,2.0,-1.0,-2.0,2
1611,12.0,Pt2.0,Pt,78,2.0,1.0,2.0,1
1612,12.0,Pu4.0,Pu,94,4.0,1.0,4.0,1
1613,12.0,Pu6.0,Pu,94,6.0,1.0,6.0,1
1614,12.0,Rb1.0,Rb,37,1.0,1.0,1.0,51
1615,12.0,Re3.0,Re,75,3.0,1.0,3.0,13
1616,12.0,Re4.0,Re,75,4.0,1.0,4.0,1
1617,12.0,Re4.5,Re,75,4.5,1.0,4.5,7
1618,12.0,Re5.0,Re,75,5.0,1.0,5.0,1
1619,12.0,Re5.5,Re,75,5.5,1.0,5.5,1
1620,12.0,Re7.0,Re,75,7.0,1.0,7.0,5
1621,12.0,Rh3.0,Rh,45,3.0,1.0,3.0,5
1622,12.0,Rh4.0,Rh,45,4.0,1.0,4.0,1
1623,12.0,Ru4.0,Ru,44,4.0,1.0,4.0,2
1624,12.0,Ru4.333333333333333,Ru,44,4.333333333333333,1.0,4.333333333333333,1
1625,12.0,Ru4.5,Ru,44,4.5,1.0,4.5,2
1626,12.0,Ru5.0,Ru,44,5.0,1.0,5.0,6
1627,12.0,S-1.5,S,16,1.5,-1.0,-1.5,2
1628,12.0,S-2.0,S,16,2.0,-1.0,-2.0,82
1629,12.0,S5.0,S,16,5.0,1.0,5.0,1
1630,12.0,S6.0,S,16,6.0,1.0,6.0,8
1631,12.0,Sb-0.5,Sb,51,0.5,-1.0,-0.5,2
1632,12.0,Sb-0.6666666666666666,Sb,51,0.6666666666666666,-1.0,-0.6666666666666666,1
1633,12.0,Sb-0.8333333333333334,Sb,51,0.8333333333333334,-1.0,-0.8333333333333334,2
1634,12.0,Sb-1.0,Sb,51,1.0,-1.0,-1.0,1
1635,12.0,Sb-1.2083333333333333,Sb,51,1.2083333333333333,-1.0,-1.2083333333333333,1
1636,12.0,Sb-1.25,Sb,51,1.25,-1.0,-1.25,1
1637,12.0,Sb-2.0,Sb,51,2.0,-1.0,-2.0,1
1638,12.0,Sb-2.5,Sb,51,2.5,-1.0,-2.5,3
1639,12.0,Sb-2.6666666666666665,Sb,51,2.6666666666666665,-1.0,-2.6666666666666665,1
1640,12.0,Sb-2.7777777777777777,Sb,51,2.7777777777777777,-1.0,-2.7777777777777777,1
1641,12.0,Sb-3.0,Sb,51,3.0,-1.0,-3.0,2
1642,12.0,Sb0.25,Sb,51,0.25,1.0,0.25,1
1643,12.0,Sb1.5,Sb,51,1.5,1.0,1.5,1
1644,12.0,Sb3.0,Sb,51,3.0,1.0,3.0,7
1645,12.0,Sb5.0,Sb,51,5.0,1.0,5.0,13
1646,12.0,Sc2.4,Sc,21,2.4,1.0,2.4,1
1647,12.0,Sc2.5,Sc,21,2.5,1.0,2.5,3
1648,12.0,Sc2.5714285714285716,Sc,21,2.5714285714285716,1.0,2.5714285714285716,1
1649,12.0,Sc2.6666666666666665,Sc,21,2.6666666666666665,1.0,2.6666666666666665,1
1650,12.0,Sc3.0,Sc,21,3.0,1.0,3.0,14
1651,12.0,Se-1.5,Se,34,1.5,-1.0,-1.5,3
1652,12.0,Se-1.6666666666666667,Se,34,1.6666666666666667,-1.0,-1.6666666666666667,1
1653,12.0,Se-2.0,Se,34,2.0,-1.0,-2.0,59
1654,12.0,Se0.0,Se,34,0.0,0.0,0.0,1
1655,12.0,Se2.0,Se,34,2.0,1.0,2.0,2
1656,12.0,Se4.0,Se,34,4.0,1.0,4.0,3
1657,12.0,Se5.0,Se,34,5.0,1.0,5.0,1
1658,12.0,Se6.0,Se,34,6.0,1.0,6.0,2
1659,12.0,Si-0.5714285714285714,Si,14,0.5714285714285714,-1.0,-0.5714285714285714,1
1660,12.0,Si-1.3333333333333333,Si,14,1.3333333333333333,-1.0,-1.3333333333333333,1
1661,12.0,Si-2.0,Si,14,2.0,-1.0,-2.0,1
1662,12.0,Si-4.0,Si,14,4.0,-1.0,-4.0,40
1663,12.0,Si0.0,Si,14,0.0,0.0,0.0,1
1664,12.0,Si0.6666666666666666,Si,14,0.6666666666666666,1.0,0.6666666666666666,1
1665,12.0,Si2.6666666666666665,Si,14,2.6666666666666665,1.0,2.6666666666666665,1
1666,12.0,Si4.0,Si,14,4.0,1.0,4.0,29
1667,12.0,Sm2.3,Sm,62,2.3,1.0,2.3,1
1668,12.0,Sm2.6666666666666665,Sm,62,2.6666666666666665,1.0,2.6666666666666665,1
1669,12.0,Sm3.0,Sm,62,3.0,1.0,3.0,14
1670,12.0,Sn2.0,Sn,50,2.0,1.0,2.0,2
1671,12.0,Sn2.1666666666666665,Sn,50,2.1666666666666665,1.0,2.1666666666666665,2
1672,12.0,Sn3.5,Sn,50,3.5,1.0,3.5,1
1673,12.0,Sn4.0,Sn,50,4.0,1.0,4.0,4
1674,12.0,Sr2.0,Sr,38,2.0,1.0,2.0,36
1675,12.0,Ta3.0,Ta,73,3.0,1.0,3.0,1
1676,12.0,Ta3.2,Ta,73,3.2,1.0,3.2,1
1677,12.0,Ta3.4285714285714284,Ta,73,3.4285714285714284,1.0,3.4285714285714284,1
1678,12.0,Ta4.0,Ta,73,4.0,1.0,4.0,2
1679,12.0,Ta4.1,Ta,73,4.1,1.0,4.1,1
1680,12.0,Ta4.5,Ta,73,4.5,1.0,4.5,1
1681,12.0,Ta5.0,Ta,73,5.0,1.0,5.0,26
1682,12.0,Tb3.0,Tb,65,3.0,1.0,3.0,17
1683,12.0,Tb3.8,Tb,65,3.8,1.0,3.8,1
1684,12.0,Tb4.0,Tb,65,4.0,1.0,4.0,1
1685,12.0,Tc7.0,Tc,43,7.0,1.0,7.0,1
1686,12.0,Te-0.4,Te,52,0.4,-1.0,-0.4,1
1687,12.0,Te-1.0,Te,52,1.0,-1.0,-1.0,2
1688,12.0,Te-1.2,Te,52,1.2,-1.0,-1.2,1
1689,12.0,Te-1.3333333333333333,Te,52,1.3333333333333333,-1.0,-1.3333333333333333,1
1690,12.0,Te-2.0,Te,52,2.0,-1.0,-2.0,27
1691,12.0,Te0.3333333333333333,Te,52,0.3333333333333333,1.0,0.3333333333333333,1
1692,12.0,Te1.0,Te,52,1.0,1.0,1.0,2
1693,12.0,Te2.0,Te,52,2.0,1.0,2.0,1
1694,12.0,Te4.0,Te,52,4.0,1.0,4.0,8
1695,12.0,Te5.5,Te,52,5.5,1.0,5.5,1
1696,12.0,Te6.0,Te,52,6.0,1.0,6.0,6
1697,12.0,Th4.0,Th,90,4.0,1.0,4.0,6
1698,12.0,Ti2.0,Ti,22,2.0,1.0,2.0,1
1699,12.0,Ti2.45,Ti,22,2.45,1.0,2.45,1
1700,12.0,Ti2.6666666666666665,Ti,22,2.6666666666666665,1.0,2.6666666666666665,1
1701,12.0,Ti3.0,Ti,22,3.0,1.0,3.0,7
1702,12.0,Ti3.2,Ti,22,3.2,1.0,3.2,2
1703,12.0,Ti3.3333333333333335,Ti,22,3.3333333333333335,1.0,3.3333333333333335,2
1704,12.0,Ti3.5,Ti,22,3.5,1.0,3.5,3
1705,12.0,Ti3.6666666666666665,Ti,22,3.6666666666666665,1.0,3.6666666666666665,2
1706,12.0,Ti3.727272727272727,Ti,22,3.727272727272727,1.0,3.727272727272727,1
1707,12.0,Ti3.8,Ti,22,3.8,1.0,3.8,1
1708,12.0,Ti3.8333333333333335,Ti,22,3.8333333333333335,1.0,3.8333333333333335,1
1709,12.0,Ti4.0,Ti,22,4.0,1.0,4.0,29
1710,12.0,Tl1.0,Tl,81,1.0,1.0,1.0,20
1711,12.0,Tl3.0,Tl,81,3.0,1.0,3.0,1
1712,12.0,Tm3.0,Tm,69,3.0,1.0,3.0,15
1713,12.0,U3.0,U,92,3.0,1.0,3.0,1
1714,12.0,U3.3333333333333335,U,92,3.3333333333333335,1.0,3.3333333333333335,1
1715,12.0,U3.625,U,92,3.625,1.0,3.625,2
1716,12.0,U3.875,U,92,3.875,1.0,3.875,2
1717,12.0,U4.0,U,92,4.0,1.0,4.0,10
1718,12.0,U4.2,U,92,4.2,1.0,4.2,1
1719,12.0,U4.666666666666667,U,92,4.666666666666667,1.0,4.666666666666667,1
1720,12.0,U5.0,U,92,5.0,1.0,5.0,1
1721,12.0,U5.5,U,92,5.5,1.0,5.5,2
1722,12.0,U6.0,U,92,6.0,1.0,6.0,5
1723,12.0,V2.0,V,23,2.0,1.0,2.0,3
1724,12.0,V2.6666666666666665,V,23,2.6666666666666665,1.0,2.6666666666666665,1
1725,12.0,V3.2,V,23,3.2,1.0,3.2,3
1726,12.0,V3.3333333333333335,V,23,3.3333333333333335,1.0,3.3333333333333335,1
1727,12.0,V3.6666666666666665,V,23,3.6666666666666665,1.0,3.6666666666666665,1
1728,12.0,V4.0,V,23,4.0,1.0,4.0,3
1729,12.0,V5.0,V,23,5.0,1.0,5.0,18
1730,12.0,W2.0,W,74,2.0,1.0,2.0,1
1731,12.0,W3.5,W,74,3.5,1.0,3.5,1
1732,12.0,W4.0,W,74,4.0,1.0,4.0,1
1733,12.0,W4.5,W,74,4.5,1.0,4.5,1
1734,12.0,W5.0,W,74,5.0,1.0,5.0,1
1735,12.0,W5.666666666666667,W,74,5.666666666666667,1.0,5.666666666666667,1
1736,12.0,W6.0,W,74,6.0,1.0,6.0,25
1737,12.0,Y3.0,Y,39,3.0,1.0,3.0,22
1738,12.0,Yb2.0,Yb,70,2.0,1.0,2.0,2
1739,12.0,Yb3.0,Yb,70,3.0,1.0,3.0,4
1740,12.0,Zn2.0,Zn,30,2.0,1.0,2.0,12
1741,12.0,Zr3.0,Zr,40,3.0,1.0,3.0,4
1742,12.0,Zr3.727272727272727,Zr,40,3.727272727272727,1.0,3.727272727272727,1
1743,12.0,Zr4.0,Zr,40,4.0,1.0,4.0,20
1744,13.0,Ag1.0,Ag,47,1.0,1.0,1.0,2
1745,13.0,Al3.0,Al,13,3.0,1.0,3.0,14
1746,13.0,As-1.3333333333333333,As,33,1.3333333333333333,-1.0,-1.3333333333333333,2
1747,13.0,As3.0,As,33,3.0,1.0,3.0,1
1748,13.0,As5.0,As,33,5.0,1.0,5.0,4
1749,13.0,Au1.0,Au,79,1.0,1.0,1.0,1
1750,13.0,Au3.0,Au,79,3.0,1.0,3.0,2
1751,13.0,Au5.0,Au,79,5.0,1.0,5.0,2
1752,13.0,B-0.6,B,5,0.6,-1.0,-0.6,1
1753,13.0,B3.0,B,5,3.0,1.0,3.0,4
1754,13.0,Ba2.0,Ba,56,2.0,1.0,2.0,22
1755,13.0,Bi3.0,Bi,83,3.0,1.0,3.0,1
1756,13.0,Bi5.0,Bi,83,5.0,1.0,5.0,2
1757,13.0,Br-1.0,Br,35,1.0,-1.0,-1.0,10
1758,13.0,Br5.0,Br,35,5.0,1.0,5.0,2
1759,13.0,C3.0,C,6,3.0,1.0,3.0,1
1760,13.0,C4.0,C,6,4.0,1.0,4.0,1
1761,13.0,Ca2.0,Ca,20,2.0,1.0,2.0,6
1762,13.0,Cd2.0,Cd,48,2.0,1.0,2.0,2
1763,13.0,Ce4.0,Ce,58,4.0,1.0,4.0,1
1764,13.0,Cl-1.0,Cl,17,1.0,-1.0,-1.0,16
1765,13.0,Co2.0,Co,27,2.0,1.0,2.0,2
